customer_id,product_id,category,purchase_amount,original_price,discount_rate,order_date
9755,372,Books,438.61,511.67,0.14,2023-01-05 23:00:00
6116,328,Books,469.84,553.17,0.15,2023-01-06 00:00:00
7019,119,Fashion,310.86,371.96000000000004,0.16,2023-01-06 01:00:00
2757,102,Fashion,441.29,529.11,0.17,2023-01-06 02:00:00
8574,520,Toys,70.07,123.96,0.43,2023-01-06 03:00:00
7374,829,Fashion,399.74,483.59000000000003,0.17,2023-01-06 04:00:00
7892,406,Books,63.98,159.42,0.6,2023-01-06 05:00:00
2678,531,Electronics,206.97,259.59,0.2,2023-01-06 06:00:00
4242,235,Toys,165.29,227.76999999999998,0.27,2023-01-06 07:00:00
5636,614,Electronics,294.87,357.77,0.18,2023-01-06 08:00:00
2059,292,Books,154.25,233.49,0.34,2023-01-06 09:00:00
7668,684,Toys,320.47,403.65000000000003,0.21,2023-01-06 10:00:00
4157,514,Electronics,186.86,194.45000000000002,0.04,2023-01-06 11:00:00
6915,972,Toys,431.09,505.76,0.15,2023-01-06 12:00:00
3693,217,Books,318.77,398.22999999999996,0.2,2023-01-06 13:00:00
4627,765,Toys,111.57,183.11,0.39,2023-01-06 14:00:00
6450,308,Books,171.38,244.18,0.3,2023-01-06 15:00:00
2663,133,Toys,424.47,433.40000000000003,0.02,2023-01-06 16:00:00
6592,748,Toys,196.31,243.3,0.19,2023-01-06 17:00:00
8392,417,Fashion,270.22,352.95000000000005,0.23,2023-01-06 18:00:00
2306,219,Books,326.23,419.96000000000004,0.22,2023-01-06 19:00:00
7776,726,Home & Kitchen,177.17,203.97,0.13,2023-01-06 20:00:00
6864,624,Toys,150.52,210.54000000000002,0.29,2023-01-06 21:00:00
8526,680,Electronics,240.25,321.65999999999997,0.25,2023-01-06 22:00:00
9901,944,Fashion,111.37,187.85000000000002,0.41,2023-01-06 23:00:00
6575,868,Fashion,145.68,209.47,0.3,2023-01-07 00:00:00
6530,188,Toys,35.73,42.51,0.16,2023-01-07 01:00:00
5413,611,Home & Kitchen,155.47,229.24,0.32,2023-01-07 02:00:00
4748,146,Fashion,163.75,242.20999999999998,0.32,2023-01-07 03:00:00
1663,871,Books,481.11,554.78,0.13,2023-01-07 04:00:00
2998,839,Toys,296.92,374.67,0.21,2023-01-07 05:00:00
8994,791,Toys,394.75,440.69,0.1,2023-01-07 06:00:00
2495,621,Home & Kitchen,27.46,126.87,0.78,2023-01-07 07:00:00
4304,383,Books,57.74,135.96,0.58,2023-01-07 08:00:00
4763,476,Books,408.2,468.16999999999996,0.13,2023-01-07 09:00:00
6232,737,Home & Kitchen,313.66,407.41,0.23,2023-01-07 10:00:00
2853,233,Electronics,99.54,190.82,0.48,2023-01-07 11:00:00
7585,766,Books,205.37,287.75,0.29,2023-01-07 12:00:00
2291,347,Electronics,271.64,330.19,0.18,2023-01-07 13:00:00
4581,751,Electronics,422.59,477.65999999999997,0.12,2023-01-07 14:00:00
8554,417,Toys,34.9,71.13,0.51,2023-01-07 15:00:00
8280,535,Toys,300.38,329.21,0.09,2023-01-07 16:00:00
2636,275,Fashion,359.93,413.6,0.13,2023-01-07 17:00:00
4696,934,Toys,489.06,548.95,0.11,2023-01-07 18:00:00
1698,785,Books,404.54,432.77000000000004,0.07,2023-01-07 19:00:00
5737,685,Books,141.73,234.38,0.4,2023-01-07 20:00:00
1854,450,Electronics,356.24,414.18,0.14,2023-01-07 21:00:00
9164,242,Books,382.82,437.84,0.13,2023-01-07 22:00:00
6855,903,Toys,366.22,412.61,0.11,2023-01-07 23:00:00
8392,497,Toys,410.97,421.49,0.02,2023-01-08 00:00:00
7528,723,Toys,452.35,541.1800000000001,0.16,2023-01-08 01:00:00
6249,817,Home & Kitchen,53.72,88.83,0.4,2023-01-08 02:00:00
6172,742,Books,56.86,122.89,0.54,2023-01-08 03:00:00
2707,468,Fashion,399.22,461.93,0.14,2023-01-08 04:00:00
6791,600,Books,129.92,190.45,0.32,2023-01-08 05:00:00
6535,721,Books,33.98,88.91999999999999,0.62,2023-01-08 06:00:00
5931,469,Home & Kitchen,203.61,225.85000000000002,0.1,2023-01-08 07:00:00
4510,678,Books,410.84,442.5,0.07,2023-01-08 08:00:00
1202,481,Electronics,67.65,122.45,0.45,2023-01-08 09:00:00
5218,185,Toys,337.56,417.55,0.19,2023-01-08 10:00:00
9958,886,Toys,6.79,52.83,0.87,2023-01-08 11:00:00
5389,838,Home & Kitchen,59.32,83.69,0.29,2023-01-08 12:00:00
3327,559,Toys,178.67,192.01999999999998,0.07,2023-01-08 13:00:00
9004,424,Electronics,46.38,114.37,0.59,2023-01-08 14:00:00
3931,621,Home & Kitchen,423.72,468.94000000000005,0.1,2023-01-08 15:00:00
8777,588,Fashion,432.71,449.62,0.04,2023-01-08 16:00:00
1197,496,Toys,379.01,448.08,0.15,2023-01-08 17:00:00
8125,995,Books,125.03,149.75,0.17,2023-01-08 18:00:00
2930,454,Electronics,264.01,317.37,0.17,2023-01-08 19:00:00
7287,387,Electronics,96.17,130.26,0.26,2023-01-08 20:00:00
9800,558,Toys,144.23,237.74,0.39,2023-01-08 21:00:00
5282,723,Fashion,260.42,287.11,0.09,2023-01-08 22:00:00
3511,635,Books,368.83,413.71999999999997,0.11,2023-01-08 23:00:00
1659,390,Fashion,51.85,148.0,0.65,2023-01-09 00:00:00
3811,950,Fashion,151.86,187.14000000000001,0.19,2023-01-09 01:00:00
8098,937,Toys,463.68,529.92,0.12,2023-01-09 02:00:00
7546,267,Books,217.42,252.51,0.14,2023-01-09 03:00:00
2986,720,Toys,469.74,485.25,0.03,2023-01-09 04:00:00
9338,527,Toys,495.74,560.36,0.12,2023-01-09 05:00:00
3911,801,Electronics,265.7,357.71999999999997,0.26,2023-01-09 06:00:00
2734,589,Toys,147.58,195.57000000000002,0.25,2023-01-09 07:00:00
2843,454,Home & Kitchen,396.43,460.92,0.14,2023-01-09 08:00:00
9680,295,Books,83.86,146.71,0.43,2023-01-09 09:00:00
3976,644,Electronics,129.76,174.19,0.26,2023-01-09 10:00:00
2959,816,Books,393.52,456.94,0.14,2023-01-09 11:00:00
6759,923,Electronics,219.65,249.29000000000002,0.12,2023-01-09 12:00:00
7694,793,Home & Kitchen,104.76,145.67000000000002,0.28,2023-01-09 13:00:00
3385,758,Toys,327.31,374.33,0.13,2023-01-09 14:00:00
5736,879,Electronics,367.72,454.8,0.19,2023-01-09 15:00:00
2802,110,Electronics,66.91,105.0,0.36,2023-01-09 16:00:00
9155,681,Electronics,142.11,207.45000000000002,0.31,2023-01-09 17:00:00
9120,355,Home & Kitchen,114.53,139.8,0.18,2023-01-09 18:00:00
7616,495,Books,193.03,222.02,0.13,2023-01-09 19:00:00
6534,830,Home & Kitchen,382.91,449.51,0.15,2023-01-09 20:00:00
5061,908,Electronics,358.29,435.71000000000004,0.18,2023-01-09 21:00:00
1262,508,Electronics,332.95,381.84999999999997,0.13,2023-01-09 22:00:00
7287,461,Toys,8.11,44.94,0.82,2023-01-09 23:00:00
9815,358,Home & Kitchen,75.36,166.84,0.55,2023-01-10 00:00:00
3049,102,Home & Kitchen,115.53,133.43,0.13,2023-01-10 01:00:00
6423,183,Fashion,139.62,213.09,0.34,2023-01-10 02:00:00
5548,255,Books,77.48,148.05,0.48,2023-01-10 03:00:00
4108,762,Fashion,208.11,278.68,0.25,2023-01-10 04:00:00
8158,275,Fashion,42.21,136.07,0.69,2023-01-10 05:00:00
8400,806,Books,376.26,450.44,0.16,2023-01-10 06:00:00
4170,571,Toys,394.92,428.57,0.08,2023-01-10 07:00:00
3255,718,Toys,289.26,327.83,0.12,2023-01-10 08:00:00
2154,523,Books,49.4,91.56,0.46,2023-01-10 09:00:00
5499,233,Books,445.59,453.52,0.02,2023-01-10 10:00:00
7295,887,Home & Kitchen,482.99,574.77,0.16,2023-01-10 11:00:00
7197,963,Home & Kitchen,105.17,117.16,0.1,2023-01-10 12:00:00
2648,479,Home & Kitchen,353.8,425.28000000000003,0.17,2023-01-10 13:00:00
6539,766,Home & Kitchen,421.76,496.13,0.15,2023-01-10 14:00:00
5199,376,Electronics,272.22,357.37,0.24,2023-01-10 15:00:00
9445,335,Electronics,165.04,222.60999999999999,0.26,2023-01-10 16:00:00
3557,851,Toys,241.89,315.78999999999996,0.23,2023-01-10 17:00:00
6592,981,Electronics,258.57,292.33,0.12,2023-01-10 18:00:00
1098,112,Electronics,203.32,279.15,0.27,2023-01-10 19:00:00
3200,441,Home & Kitchen,465.27,502.89,0.07,2023-01-10 20:00:00
3961,134,Home & Kitchen,373.22,463.99,0.2,2023-01-10 21:00:00
5973,658,Books,124.44,144.96,0.14,2023-01-10 22:00:00
5433,313,Home & Kitchen,294.85,329.85,0.11,2023-01-10 23:00:00
3869,511,Books,345.9,398.28,0.13,2023-01-11 00:00:00
1956,504,Books,74.38,153.08999999999997,0.51,2023-01-11 01:00:00
9352,593,Electronics,182.42,258.56,0.29,2023-01-11 02:00:00
6699,757,Home & Kitchen,453.25,478.27,0.05,2023-01-11 03:00:00
7944,258,Electronics,285.75,304.45,0.06,2023-01-11 04:00:00
5493,736,Home & Kitchen,112.41,146.29,0.23,2023-01-11 05:00:00
5911,209,Electronics,65.78,116.74000000000001,0.44,2023-01-11 06:00:00
4987,648,Electronics,261.52,317.72999999999996,0.18,2023-01-11 07:00:00
7015,888,Electronics,276.1,321.87,0.14,2023-01-11 08:00:00
2218,625,Toys,170.54,238.52999999999997,0.29,2023-01-11 09:00:00
5496,446,Electronics,317.06,362.68,0.13,2023-01-11 10:00:00
5735,843,Fashion,39.0,133.9,0.71,2023-01-11 11:00:00
5555,927,Fashion,76.84,106.63,0.28,2023-01-11 12:00:00
9050,735,Fashion,275.41,340.01,0.19,2023-01-11 13:00:00
4446,378,Books,35.6,98.68,0.64,2023-01-11 14:00:00
2045,578,Electronics,441.05,472.8,0.07,2023-01-11 15:00:00
7893,210,Fashion,75.36,119.47,0.37,2023-01-11 16:00:00
2693,735,Books,338.59,378.30999999999995,0.1,2023-01-11 17:00:00
4436,530,Fashion,198.65,220.04000000000002,0.1,2023-01-11 18:00:00
9754,641,Home & Kitchen,202.89,253.23,0.2,2023-01-11 19:00:00
6895,214,Toys,383.62,425.35,0.1,2023-01-11 20:00:00
4354,189,Electronics,252.23,274.17,0.08,2023-01-11 21:00:00
1225,311,Toys,364.2,411.94,0.12,2023-01-11 22:00:00
5893,649,Toys,255.07,300.15,0.15,2023-01-11 23:00:00
8022,694,Home & Kitchen,298.49,315.97,0.06,2023-01-12 00:00:00
6600,638,Home & Kitchen,381.55,399.01,0.04,2023-01-12 01:00:00
8996,828,Home & Kitchen,305.62,372.13,0.18,2023-01-12 02:00:00
8683,459,Books,309.73,381.86,0.19,2023-01-12 03:00:00
5642,585,Fashion,395.66,490.07000000000005,0.19,2023-01-12 04:00:00
8679,471,Electronics,474.8,488.07,0.03,2023-01-12 05:00:00
9208,314,Home & Kitchen,191.47,207.67,0.08,2023-01-12 06:00:00
8339,832,Electronics,290.67,300.59000000000003,0.03,2023-01-12 07:00:00
3205,114,Electronics,47.71,103.27000000000001,0.54,2023-01-12 08:00:00
2069,358,Electronics,182.61,246.77,0.26,2023-01-12 09:00:00
4444,877,Home & Kitchen,208.96,252.29000000000002,0.17,2023-01-12 10:00:00
2060,562,Home & Kitchen,418.44,499.24,0.16,2023-01-12 11:00:00
3327,219,Fashion,259.13,329.37,0.21,2023-01-12 12:00:00
4420,227,Home & Kitchen,366.88,465.53,0.21,2023-01-12 13:00:00
1301,822,Home & Kitchen,14.41,32.510000000000005,0.56,2023-01-12 14:00:00
1606,622,Electronics,234.92,245.45999999999998,0.04,2023-01-12 15:00:00
4170,787,Fashion,451.15,482.26,0.06,2023-01-12 16:00:00
1699,744,Toys,116.04,122.85000000000001,0.06,2023-01-12 17:00:00
6088,424,Home & Kitchen,20.6,114.19999999999999,0.82,2023-01-12 18:00:00
1190,419,Home & Kitchen,219.54,253.42,0.13,2023-01-12 19:00:00
1980,605,Toys,353.69,411.17,0.14,2023-01-12 20:00:00
3975,625,Electronics,229.96,265.18,0.13,2023-01-12 21:00:00
7102,149,Fashion,232.69,261.04,0.11,2023-01-12 22:00:00
2184,683,Electronics,336.55,356.02,0.05,2023-01-12 23:00:00
4327,168,Books,130.92,166.35,0.21,2023-01-13 00:00:00
4394,490,Home & Kitchen,377.19,440.65,0.14,2023-01-13 01:00:00
9319,482,Books,80.79,178.09,0.55,2023-01-13 02:00:00
2816,115,Home & Kitchen,200.9,258.92,0.22,2023-01-13 03:00:00
6854,538,Books,329.72,385.33000000000004,0.14,2023-01-13 04:00:00
7709,945,Toys,415.04,423.39000000000004,0.02,2023-01-13 05:00:00
1569,968,Home & Kitchen,396.81,481.62,0.18,2023-01-13 06:00:00
6442,667,Home & Kitchen,362.23,371.49,0.02,2023-01-13 07:00:00
2895,716,Books,182.75,273.84000000000003,0.33,2023-01-13 08:00:00
3733,231,Fashion,65.54,121.71000000000001,0.46,2023-01-13 09:00:00
4863,659,Books,112.33,133.32999999999998,0.16,2023-01-13 10:00:00
8455,347,Home & Kitchen,433.09,481.0,0.1,2023-01-13 11:00:00
5014,372,Home & Kitchen,429.38,528.9,0.19,2023-01-13 12:00:00
2686,722,Fashion,476.02,510.0,0.07,2023-01-13 13:00:00
4009,937,Electronics,42.61,73.21000000000001,0.42,2023-01-13 14:00:00
8806,947,Fashion,270.72,286.93,0.06,2023-01-13 15:00:00
1154,448,Electronics,326.1,387.83000000000004,0.16,2023-01-13 16:00:00
2409,583,Home & Kitchen,356.78,370.26,0.04,2023-01-13 17:00:00
1784,649,Toys,323.71,401.47999999999996,0.19,2023-01-13 18:00:00
9096,456,Toys,386.16,478.49,0.19,2023-01-13 19:00:00
8560,851,Books,182.94,276.47,0.34,2023-01-13 20:00:00
8343,417,Fashion,93.82,109.07,0.14,2023-01-13 21:00:00
8206,732,Fashion,106.27,164.3,0.35,2023-01-13 22:00:00
6596,147,Toys,10.93,25.16,0.57,2023-01-13 23:00:00
6801,109,Electronics,178.41,237.75,0.25,2023-01-14 00:00:00
3806,332,Fashion,50.41,132.82999999999998,0.62,2023-01-14 01:00:00
1537,135,Electronics,164.14,220.23,0.25,2023-01-14 02:00:00
6986,512,Electronics,315.96,403.80999999999995,0.22,2023-01-14 03:00:00
2841,561,Electronics,447.77,528.93,0.15,2023-01-14 04:00:00
9716,103,Electronics,420.6,451.87,0.07,2023-01-14 05:00:00
7971,143,Books,130.07,194.93,0.33,2023-01-14 06:00:00
6625,667,Books,71.37,77.07000000000001,0.07,2023-01-14 07:00:00
3950,653,Toys,100.57,143.19,0.3,2023-01-14 08:00:00
8992,354,Books,485.64,513.25,0.05,2023-01-14 09:00:00
5780,839,Fashion,276.99,371.02,0.25,2023-01-14 10:00:00
3368,213,Books,95.34,138.85,0.31,2023-01-14 11:00:00
7655,848,Fashion,421.17,488.31,0.14,2023-01-14 12:00:00
9173,496,Fashion,200.62,275.16,0.27,2023-01-14 13:00:00
5495,273,Electronics,450.11,528.57,0.15,2023-01-14 14:00:00
7002,354,Toys,134.04,208.94,0.36,2023-01-14 15:00:00
7614,565,Electronics,199.64,232.10999999999999,0.14,2023-01-14 16:00:00
6919,376,Electronics,254.95,325.13,0.22,2023-01-14 17:00:00
1853,563,Books,446.84,504.0,0.11,2023-01-14 18:00:00
5146,946,Books,435.03,496.78,0.12,2023-01-14 19:00:00
4769,601,Fashion,289.31,294.39,0.02,2023-01-14 20:00:00
1574,540,Books,114.78,144.31,0.2,2023-01-14 21:00:00
2148,168,Books,204.66,298.07,0.31,2023-01-14 22:00:00
7293,608,Home & Kitchen,487.94,520.5,0.06,2023-01-14 23:00:00
7457,425,Fashion,305.85,352.46000000000004,0.13,2023-01-15 00:00:00
8509,841,Fashion,391.64,414.37,0.05,2023-01-15 01:00:00
5777,166,Home & Kitchen,227.68,245.85000000000002,0.07,2023-01-15 02:00:00
4854,403,Fashion,268.34,293.15999999999997,0.08,2023-01-15 03:00:00
3491,583,Toys,217.33,274.93,0.21,2023-01-15 04:00:00
4124,647,Toys,352.95,445.26,0.21,2023-01-15 05:00:00
6691,516,Home & Kitchen,426.48,462.47,0.08,2023-01-15 06:00:00
4051,258,Books,256.14,291.86,0.12,2023-01-15 07:00:00
1004,248,Toys,243.03,301.62,0.19,2023-01-15 08:00:00
6222,126,Home & Kitchen,173.44,212.32999999999998,0.18,2023-01-15 09:00:00
6315,683,Toys,92.66,184.14999999999998,0.5,2023-01-15 10:00:00
5869,347,Electronics,469.93,510.83,0.08,2023-01-15 11:00:00
1876,200,Home & Kitchen,161.46,213.05,0.24,2023-01-15 12:00:00
8027,801,Fashion,401.34,457.01,0.12,2023-01-15 13:00:00
5142,195,Toys,359.1,438.40000000000003,0.18,2023-01-15 14:00:00
7966,483,Fashion,396.5,455.07,0.13,2023-01-15 15:00:00
8079,381,Home & Kitchen,468.7,496.41999999999996,0.06,2023-01-15 16:00:00
8987,421,Toys,313.57,330.35,0.05,2023-01-15 17:00:00
7799,495,Fashion,449.49,543.58,0.17,2023-01-15 18:00:00
5465,377,Books,88.01,169.16000000000003,0.48,2023-01-15 19:00:00
1635,628,Books,315.22,322.40000000000003,0.02,2023-01-15 20:00:00
2693,362,Electronics,387.28,470.33,0.18,2023-01-15 21:00:00
5752,718,Home & Kitchen,139.46,200.57,0.3,2023-01-15 22:00:00
9311,679,Fashion,371.67,425.96000000000004,0.13,2023-01-15 23:00:00
1830,739,Electronics,390.35,396.51000000000005,0.02,2023-01-16 00:00:00
6177,392,Home & Kitchen,416.44,495.62,0.16,2023-01-16 01:00:00
9932,393,Books,159.88,183.7,0.13,2023-01-16 02:00:00
9308,707,Fashion,342.4,416.55999999999995,0.18,2023-01-16 03:00:00
6949,494,Toys,155.61,162.12,0.04,2023-01-16 04:00:00
3838,612,Books,370.82,451.47,0.18,2023-01-16 05:00:00
2150,909,Toys,234.17,241.35999999999999,0.03,2023-01-16 06:00:00
8560,279,Toys,300.78,328.19,0.08,2023-01-16 07:00:00
2931,792,Fashion,210.84,241.33,0.13,2023-01-16 08:00:00
2664,334,Fashion,85.18,105.14000000000001,0.19,2023-01-16 09:00:00
2081,930,Toys,93.12,143.82,0.35,2023-01-16 10:00:00
1512,436,Electronics,43.4,75.35,0.42,2023-01-16 11:00:00
8805,107,Toys,310.95,410.31,0.24,2023-01-16 12:00:00
6237,542,Toys,425.08,485.18,0.12,2023-01-16 13:00:00
1559,638,Fashion,15.31,74.13,0.79,2023-01-16 14:00:00
4672,919,Home & Kitchen,37.79,63.769999999999996,0.41,2023-01-16 15:00:00
8404,757,Books,231.45,275.28,0.16,2023-01-16 16:00:00
4343,190,Fashion,370.17,386.95000000000005,0.04,2023-01-16 17:00:00
5070,953,Electronics,83.07,160.51,0.48,2023-01-16 18:00:00
1580,371,Books,139.47,175.93,0.21,2023-01-16 19:00:00
8004,933,Fashion,119.84,196.28,0.39,2023-01-16 20:00:00
9130,104,Fashion,202.53,242.84,0.17,2023-01-16 21:00:00
4147,693,Home & Kitchen,116.37,215.3,0.46,2023-01-16 22:00:00
5249,998,Electronics,179.54,200.79999999999998,0.11,2023-01-16 23:00:00
2679,318,Electronics,365.63,370.77,0.01,2023-01-17 00:00:00
4506,217,Fashion,307.45,368.96,0.17,2023-01-17 01:00:00
